Title	Author	Year	Callnum
Optimasi struktur jaringan neural buatan berbasis logika fuzzy menggunakan algoritma genetika	Ponix Irwanto	1999	SK-0393
Pemrograman dan obyek terdistribusi pada aplikasi piranti bantu bekerja sama/ Ahmad Nizar Hidayanto	Hidayanto, Achmad Nizar	1999	SK-0414
Penerapan teknik peringkasan otomatis dan text window sebagai alternatif peningkatan kinerja sistem pengindksan/ Ahmad Firdaus N.	Firdaus N, Ahmad	1999	SK-0387
Pengembangan Prototipe Perangkat Ajar Berbantuan Komputer yang Mendukung Penggunaan dan Pengembangan Strategi Belajar/Daniel Setiadi	Setiadi, Daniel	1999	SK-0309
Pengembangan group support system untuk pra-rapat asinkoronus dlam perencanaan strategis/ Dermawan Haris	Haris, Dermawan	1999	SK-0438
Pengembangan lanjut pengurai sintaks bahasa Indonesia dengan metode linguistic string analysis/Shelly Salvitri	Salvitri, Shelly	1999	SK-0417
Penggunaan transformasi fourier dan transformasi karhunen-loeve pada sistem pencocokan pola/ Elvi Fatma	Fatma, Elvi	1999	SK-0401
Pengurai sintaks kalimat untuuk bahasa Indonesia dengan metode linguistic string analysis/ Iskak Hendrawan	Hendrawan, Iskak	1999	SK-0388
Peningkatan kinerja jaringan saraf tiruan CHMLP dengan modifikasi struktur lapis tersembunyi untuk pengenalan objek 3 dimensi/ Renny Isharini R.	Isharini R, Renny	1999	SK-0391
Penyelesaian persamaan radiositas dengan metode wavelet/ Adianto Wibisono	Wibisono, Adianto	1999	SK-0419
Perancangan kamus kata konsep untuk sistem ekstraksi informasi berbasis bahasa alami (Indonesia)/ Muhamad Hasan Ismail	Ismail, Hasan Muhammad	1999	SK-0395
Rancangan keamanan data sistem smartcard kesehatan sesuai kebutuhan di Indonesia/ Christrine Sariasih	Sariasih, Christine	1999	SK-0409
Smartwallet-java wallet berbasis smartcard dan protokol set/ Iman Budi Setiawan	Setiawan, Iman Budi	1999	SK-0412
perancangan dan pengembangan jaringan saraf hibrida PB-SKNC serta aplikasinya pada pengenalan aroma/ Ari Saptawijaya	Saptawijaya, Ari	1999	SK-0394
Alternatif peningkatan kemampuan pemeriksa ejaan bahasa Indonesia/ H.M. Alvon Sibarani	Sibarani, H.M. Alvon	1998	SK-0363
Arsitektur lingkungan belajar dengan aplikasi pemahaman bacaan non linear yang mendukung strategi belajar aktif/ Ratna Shofianti	Shofiati, Ratna	1998	SK-0367
Formalisasi dan verifikasi sistem pengendali lalu lintas/ Manogari Simanjuntak	Simanjuntak, Manogari	1998	SK-0371
Implementasi deskripsi wavelet pada sistem temu kembali citra/Andi Tri Nugraha	Nugraha, Andi Tri	1998	SK-0366
Implementasi video konferensi pada xgroup/Ratna Juanita	Juanita, Ratna	1998	SK-0359
Integrasi simbolik dengan algoritma risch rekursif/ Alwen Fernanto	Fernanto, Alwen	1998	SK-0378
Integrasi simbolik dengan metode risch-norman dan implementasinya dalam maple/ Rochman Abdul	Rochman, Abdul	1998	SK-0370
Java api untuk smartcard ME2000/ Istofani Api Diany	Diany, Istofani Api	1998	SK-0375
Lingkungan verifikasi formal untuk program sekuensial dalam interactive theorem proverhol/ Octavianus Adrianto	Adrianto, Octavianus	1998	SK-0382
Pemampatan kamus kata: pengubahan struktur data digital tree menjadi directed acylic word-graph/ Ranatha B. Dharma	Dharma, Renatha B.	1998	SK-0377
Penentuan strategi belajar dan pembangunan pemodelan-strategi-belajar-siswa pada lingkungan belajar cerdas/ Mehrunnisah Kasim	Kasim, Mehrunisah	1998	SK-0365
Penerapan metode least square dalam persoalan pencocokan data dan analisa trend-residu medan gravitas/ Lamyarni Ibrahim	Ibrahim, Lamyarni	1998	SK-0041
Pengembangan jaringan syaraf tiruan berdasarkan transformasi karhunen-loeve untuk pengenalan citra tumor kulit/ Mayasari Tyas Palupi	Palupi, Tyas Mayasari	1998	SK-0400
Penggunaan jaringan neural buatan metode propagasi balik dan logika fuzzy untuk sistem pengenal huruf tulisan tangan/ Emanuel Philipus D.	Philipus D, Emanuel	1998	SK-0384
Penggunaan sistem penentu lebar ucapan, penyaring sinyal, dan proses filter bank pada pra pengolahan sistem pengenal kata jaringan Neural buatan dengan metode propagari balik/ Ipon Supriyono	Supriyono, Ipon	1998	SK-0402
Pengoreksi ejaan bahasa Indonesia untuk kata turunan dengan kesalahan pada afiks/ I Made Artana	Artana, I Made	1998	SK-0376
Perancangan dan implementasi komponen gerbang berbasis corba pada fasilitas integrasi informasi untuk sistem informasi eksekutif	M. Rahmat Widyanto,	1998	SK-0358
Perancangan dan implementasi siformasi script editor untuk pengembangan aplikasi berbasis MCSIR (Multisources Client Server Information Resource/Setyo Herry Purnomo	Purnomo, Setyo Herry	1998	SK-0372
Perancangan protokol lelang anonim menggunakan protokol kriptografis untuk medium elektronis/internet/ KGYID Pariantoro	Pariantoro, KGYID	1998	SK-0380
Prototipe alat bantu pemilihan view pada data warehouse berdasarkan algoritma greedy/ Teguh Raharjo	Raharjo, Teguh	1998	SK-0383
Prototipe pembuatan dan pemeliharaan view material dalam data werehouse/ Najib	Najib	1998	SK-0399
Rancangan dan implementasi modul pengarahan strategi belajar untuk pemahaman bacaan/ Bitri Indriany	Indriany, Bitri	1998	SK-0364
Sistem pengenaan tarif pemakaian perangkat lunak pada mekanisme software metering/ Fiftanto Harry	Harry, Fiftanto	1998	SK-0379
Sistem pengenalan huruf tulisan tangan dengan pendekatan heuristik/Purwanto	Purwanto	1998	SK-0306
Sistem penyaringan informasi pribadi dengan menggunakan modelruang vektor dan umpan balik relevansi/ Wahyu Hanito	Hanito, Wahyu	1998	SK-0381
Solusi sistem persamaan polinomial dengan basis grobner/Agusril	Agusril	1998	SK-0373
Studi keefektifan penggunaan teknik-teknik optimasi kueri basis data relasional pada data warehause/ Daryl N. Wirakartakusumah	Wirakartakusumah, Daryl N.;  | Publisher: [Depok: Fasilkom UI, 1998	1998	SK-0396
A-Map: Application Mapper untuk integrasi aplikasi bisnis pada penerapan electronic data interchage/ Mochamad Riza Achrulah	Achrulah, Mochamad Riza	1997	SK-0334
Alat bantu kolaborasi dalam prmrograman berorientasi obyek/ M. Arief Sofyandi	Sofyandi, M. Arief	1997	SK-0347
Formalisasi dan verifikasi protokol komunikasi/ Evita M. Sibarani	Sibarani, Evita M.	1997	SK-0337
Fusi citra dengan transformasi wavelet/ Haryanto Widjaja	Widjaja, Haryato	1997	SK-0346
Implementasi algoritme genetika pada sistem pengoreksi ejaan/ Sjariful Bahri	Bahri, Sjariful	1997	SK-0413
Implementasi algoritme pelacakan string dengan toleransi kesalahan pada modul pengoreksi ejaan Bahasa Indonesia/ Ariesusetyo Wibiksono	Wibiksono, Ariesusetyo	1997	SK-0352
Implementasi hidden markov model dalam sistem pengenal kata/ Dwi Purnamasari	Purnamasari, Dwi	1997	SK-0404
Implementasi layanan autentikasi pada IP next generation/ Didi Agung Laksono	Laksono, Didit Agung	1997	SK-0389
Implementasi local search engine pada sistem temu-kembali informasi/ Ananta Dwi Boedhitama	Boedhitama, Ananta Dwi	1997	SK-0362
Implementasi sistem temu kembali informasi menggunakan model boolean dengan fasilitas tesaurus/ Moh. Kolis Anshori	Anshori, Moh. Kholis	1997	SK-0425
Integrasi model checking dengan interactive theorem proving: pembuatan skrip pembuktian secara otomatis/ M. Eva Magdalena	M. Eva, Magdalena	1997	SK-0331
Jaringan syaraf tirual hofield dalam sistem temu kembali infomrasi/ Anung Barlianto	Barlianto, Anung	1997	SK-0368
Mekanisme software metering dengan teknologi objek tersebar/ Haemiwan Z. Fathony	Fathony, Haemiwan Z	1997	SK-0348
Pemampatan berkas suara dengan transformasi wavelet/Reginald Kuswanto	Kuswanto, Reginald	1997	SK-0342
Pemampatan citra dengan transformasi wavelet/ Hisar Maruli Manurung	Manurung, Hisar Maruli	1997	SK-0333
Pemanfaaatan applet java pada prototipe komponen kendali multisources client server information retrieval (MCSIR)/ Mario Benedictto	Benedictto, Mario	1997	SK-0345
Pemanfaatan applet java pada prototipe multisources client server information retrieval (MCSIR) dan aplikasi sistem informasi pimpinan Universitas (SIPINTAS)/ FFarian Ujong	Ujong, Farian	1997	SK-0332
Pembuatan aplikasi alur tugas berbasis intranet: studi kasus Prototipe Aplikasi Registrasi Domain Internet Indonesia ((PARDI)/Andi Santosa	Santosa, Andi	1997	SK-0353
Pemilihan strategi dan algoritme pemampatan data teks untuk kamus besar bahasa Indonesia elektronik/Ian Aditya Agus	Agus, Ian Aditya	1997	SK-0369
Penayangan citra multiresolusi pada wolrd wide web dengan transformasi wavelet/Adhimas Satianegara	Setianegara, Adhimas	1997	SK-0351
Pengelolaan berkas multimedia pada prototipe sistem manajemen basisdata multimedia/ Mohammad Sjarifuddin	Sjarifuddin, Mohammad	1997	SK-0339
Pengenalan citra tumor kulit menggunakan jaringan saraf tiruan dengan principal component analysis sebagai pemroses awal/ Aripin Ariyanto	Ariyanto, Aripin	1997	SK-0340
Perancangan dan implementasi modul percakapan dan modul catatan untuk perangkat ajar berbasis strategi belajar/ Oni Budipramono	Budipramono, Oni	1997	SK-0336
Perangkat lunak alat bantu pembuatan on-line help windows/ AAPA Yudha	Yudhana, AAPA Aryadipa	1997	SK-0350
Rancangan kamus kata untuk pemeriksa ejaan elektronis/ Ambara Horasi Febri	Horasi, Ambara Febri	1997	SK-0349
Sistem pendukung administrasi akademik berbasis lotus notes/ Agus Yudhy Priyanto	Priyanto, Agus Yudhy	1997	SK-0356
Sistem temu kembali informasi: Penghitungan asosiasi istilah dengan jaringan saraf/ Nurul Ainiyah	Ainiyah, Nurul	1997	SK-0403
Sistem temu-kemabli infomasi dengan mengimplementasikan operasi boolean, sistem peringkat, perbaikan query, dan pemanfaatan tesaurus/ Masayu Fitriyanti	Fitriyanti, Masayu	1997	SK-0357
Studi perancangan dan analisis formal protokol kriptografis untuk sistem pembayaran elektronis melalui internet/ Yenni Rahmita	Rahmita, Yenni	1997	SK-0335
Studi perbandingan sistem-sistem perdagangan di internett dan desain protokol, cek bilyet digital/ Arrianto Mukti Wibowo	Wibowo, Arrianto Mukti	1997	SK-0341
Teknik learning scheme berdasarkan model P-norm pada sistem temu kembali informasi/ Yofi Andri	Andri, Yofi	1997	SK-0361
XGroup+: media konferensi audio/Bambang Lestari	Lestari, Bambang	1997	SK-0360
Alat Bantu Pemrograman Berorientasi Obyek/Sugeng Warjianto	Warjianto, Sugeng	1996	SK-0310
Alat Bantu Pengujian Kelas Berbasis Spesifikasi/Andre Heru Irianto	Irianto, Andre Heru	1996	SK-0327
Alat bantu pembangkit dokumen hiperteks untuk dokumentasi analisis berorientasi obyek/ Muhammad Fadlisyah	Fadlisyah, Muhammad	1996	SK-0326
Alat bantu penyunting diagram EER dan pemetaan otomatis diagram EER ke deklarasi OODMS tertentu/ Noviari Sugianto	Sugianto, Noviari	1996	SK-0323
Alat bantu reusability kelas dan objek pada tahap analisis dan perancangan/ Yova Ruldeviyani	Rudeviyani, Yova	1996	SK-0315
Alat bantu untuk perencanaan strategei informasi/ Rehulina Tarigan	Tarigan, Rehulina	1996	SK-0330
Algoritma pelacakan teks dengan toleransi kesalahan dan implementasinya/Hendri	Hendri	1996	SK-0307
Evaluasi kinerja aplikasi microsoft visual C++ dan visual basic dengan studi kasus pengaksesan fort serial/ Setyadi Ivo	Ivo, Setyadi	1996	SK-0319
Implementasi Algoritma Quicksort pada PVM (Parallel Virtual Machine)/Marlyn Morina	Morina, Marlyn	1996	SK-0308
Implementasi algoritme fast fourier transform pada komputer paralel berbasis pertukaran pesan/P. Briliant M. Sitorus	Sitorus, P. Brilliant	1996	SK-0302
Implementasi algoritme merging dan matching untuk channel routing pada perancangan VLSI	Budi Handoko	1996	SK-886
Keamanan dan autentikasi pada telekonferensi X-Group/ Aneka Sulita	Sulita, Aneka	1996	SK-0320
Manajemen percakapan dan multicasting pada telekonferensi Xgroup/Benny Purnomo	Purnomo, Benny	1996	SK-0321
NetTOP: alat bantu pemodelan dan optimasi topologi wan (Wide Area Network)	Deddy	1996	SK-0314
PINOR: Piranti pelaksana normalisasi basis data relasional/ Novrita Andriani	Andriani, Novrita	1996	SK-0304
Pembuatan model aplikasi penghasil gambar animasi gerakan bibir dengan metode penganalan fonem berbasis jaringan SOM/Dicky Suryadi	Suryadi, Dicky	1996	SK-0318
Pemodelan pengetahuan siswa berbasiskan batasan-batasan pada materi persamaan linear dengan satu variabel/ Hadi Wisnu Pratowo	Pratowo, Hadi Wisnu	1996	SK-0316
Pemrosesan teks: penyusunan tesaurus secara otomatis dalam dalam bahasa Indonesia dengan analisis kluster hubungan lengkap (complete link)/Renata Magdalena	Magdalena, Renata	1996	SK-0325
Pengembangan prototipe sipintas dengan dukungan berbagai sumber informasi yang terintegrasi/Wibowo Santoso	Santoso, Wibowo	1996	SK-0294
Perancangan dan implementasi prototipe MCSIR (MultiSources Client-Server Information Retrieval)/ Desalina Sofianti	Sofianti, Desalina	1996	SK-0329
Perangkat bantu pengembangan perangkat ajar berbantuan komputer untuk bidang ilmu berbasis diagnosa: studi kasus pada bidang klinis/Paul J. Tuanakotta	Tuanakotta, Paul J.	1996	SK-0305
Prototip sistem workflow berbasis penyampaian pesan/ Iwan Mulyadi Kurniawan	Kurniawan, Iwan Mulyadi	1996	SK-0324
Simulasi perilaku industri manufaktur sederhana memakai metodologi berorientasi objek/Boyke Komara Putra	Putra, Boyke Komara	1996	SK-0317
Studi implementasi jaringan propagasi balik untuk diskriminasi odor/ Bayu Tenoyo	Tenoyo, Bayu	1996	SK-0313
Studi jaringan unix dengan basis TCP/IP/Rachmat Daradjat	Daradjat, Rachmat	1996	SK-0328
Transkriptor dari huruf latin ke huruf Jawa/Joseph Victor	Victor, Joseph	1996	SK-0312
Wahana Pemrograman Perangkat Lunak Aplikasi Berbasis Workflow/ Muhammad Helmy A.	Helmy A, Muhammad	1996	SK-???
Alat bantu interaktif untuk keperluan identifikasi wajah/ Feryson Darwis	Darwis, Feryson	1995	SK-0299
Analisa unjuk kerja algorirme paralel pencari nilai eigen dari matrix tridiagonal simetri/Ibnu Rasid	Rasid, Ibnu	1995	SK-0282
Emulasi protokol z-phase commit pada sistem basis data terdistribusi berbasis isis/ Betty Purwandari	Purwandari, Betty	1995	SK-0284
Evaluasi Penerapan Pewarisan Jamak Pada Pengimplementasian Skema Transformasisi RaRaS./Hendrato Nugroho	Nugroho, Hendranto	1995	SK-0288
Klasifikasi dan Model Matematika Untuk Kasus Rangkaian Elektronik/Suci Ratnawati	Ratnawati, Suci	1995	SK-0289
Manajer repository untuk pengembangan perangkat lunak berorientasi objek/Richard A. Kasenda	Kasenda, Richard A.	1995	SK-0286
Mesin Logika Fuzzi dan Implementasinya/ Mirna Sriredjeki	Sri Redjeki, Mirna	1995	SK-0291
Pemodelan sistem pembangkit musik interaktif, adaptif dan emosional/Budhitama Subagdja	Subagdja, Budhitama	1995	SK-0300
Pengembangan prototipe kamus elektronis juita(ke-Juita) dalam lingkungan banyak pelayan (multi-server)/ Pendi Tresna	Tresna, Pendi	1995	SK-0293
Pengenalan Suara Dengan Jaringan Neural Buatan ARTMAP/Nadiah	Nadiah	1995	SK-0290
Prototipe kernel sistem informasi geografis berbasis raster dengan struktur data quadtree/Bumi Aryani	Aryani, Bumi	1995	SK-0285
Prototipe pemeriksa tata bahasa baku bahasa Indonesia: sebuah program yang dikembangkan dengan alat bantu lex dan YACC pada sistem operasi unix/ Syandra Sari	Sari, Syandra	1995	SK-0287
Representasi kematangan proses pengembangan perangkat lunak dalam skala industri dengan menggunakan pendekatan berorientasi obyek/Dirk Pieter Siegers	Sieger, Dirk Pieter	1995	SK-0283
SBT: sistem berkas terkompres, implementasi dan analisa/Wahyu Suadi	Suadi, Wahyu	1995	SK-0295
Strategi penyusunan kamus referensi dan analisis kinerja metode pelacakan kata pada pemeriksa ejaan bahasa Indonesia/Antonius Nugroho	Nugroho, Antonius	1995	SK-0298
Studi pengenalan permukaan obyek tiga dimensi pada range image berdasarkan kurvatur mean dan gaussian/Sri Viranti	Budisayekti, Sri Viranti	1995	SK-0301
Visualisasi clustering secara hirarkis seagai alat bantu analisa data/Dwipo Setyantoro	Setyantoro, Dwipo	1995	SK-0296
Algoritma paralel untuk penggabungan/ Ahmad Sanusi	Sanusi, Ahmad	1994	SK-0269
Aplikasi dekomposisi nilai sigular untuk masalah kuadrat terkecil berkendala/ Riri Siahaan	Siahaan, Riri	1994	SK-0279
Deteksi sisi horison pada rekaman seismik dengan metode pengolah citra operator gradien/ Imron Afroni	Afroni, Imron	1994	SK-???
IMPROVER: suatu alat penguji mutasi otomatis yang dapat memberikan alternatif perbaikan terhadap kesalahan progam uji/Budi Setiadi	Setiadi, Budi	1994	SK-0281
Implementasi Metode Perancangan Partisipatif (Participatory Design) untuk Mencari Kata Perintah Berbahasa Indonesia./Riri Satria	Satria, Riri	1994	SK-0271
Implementasi prototipe pertukaran data elektronis dengan penerjemah berbasis UN/EDIFACT/Ivan Sorano Chandra	Chandra, Ivan Sorano	1994	SK-0277
Mirakle, Implementasi Algoritme Genetika Pada Sistem Pakar Analisa Keuangan/Andi Priatnakusumah	Priatnahkusumah, Andi	1994	SK-0272
Penerapan dan pengembangan perangkat lunak penelusuran sinar (Ray Tracing) rayshade pada mesin silicon graphics/Jan Setiawan	Setiawan, Jan	1994	SK-0260
Pengklasifikasi vegetasi hutan hujan tropis secara otomatis/Agung Kuswanto	Kuswnto, Agung	1994	SK-0311
Pengujian Kecocokan Representasi Icon Pada Perangkat Lunak Komputer Dengan Mental Model Pemakai Indonesia/Basar P. Sibarani	Sibarani, Basar P.	1994	SK-0275
Remote log-on untuk komputer MV/8000/ Irwan Margono	Margono, Irwan	1994	SK-0091
SIMANTAP: Simulator Jaringan Neural Artmap/Sius Wibisono	Wibisono, Sius	1994	SK-0259
SPN: Sistem Pendistribusian Usenet News/Kamin Arifin	Arifin, Kamin	1994	SK-0270
Sistem Penyaji Informasi Berbasis Jaringan Komputer Dengan Media Komunikasi Surat Elektronis/Esti E. Bernadette	Bernadette, Esti E. M	1994	SK-0276
Sistem kuratif untuk perunut sinar DKBTrace/ Bontor Parlindungan Rajagukguk	Rajagukguk, Bontor Parlindungan	1994	SK-0258
Sistem penterjemahan antar bahasa tingkat tinggi generasi keempat sebuah prototip/Widiantono, Adi	Adi, Widiantono	1994	SK-0267
Studi Eksperimen Klasifikasi Citra SAR Berdasarkan Unit Tekstur dn Statistik Lokal/Nurdi Darwis	Darwis, Nurdi	1994	SK-0273
Alat bantu case untuk programan: pembangkit kerangka program dbase IV menggunakan metode perancangan terstruktur yourdon/constantine/ Dian Irawati Nasution	Nasution, Dian Irawati	1993	SK-0265
Alternatif penyimpanan berkas tetap dalam bentuk kode menggunakan beberapa struktur pohon/Faizah Firdaus	Firdaus, Faizah	1993	SK-0268
Analisa kinerja algoritma pencari akar polinomial pada sistem multiprosesor berbasis transputer/Toga Halomoan Marpaung	Marpaung, Toga Halomoan	1993	SK-0264
Evaluasi kinerja sistem komputer paralel berbasis pertukaran pesan TransPAU/Budhie Himawan	Himawan, Budhie	1993	SK-0263
Pengembangan perangkat lunak untuk aplikasi orthodonti/ Dadan Hardianto	Hardianto, Dadan	1993	SK-0262
"Realisasi pembangkit ""custodial applications"" sebagai bagian dari wahana rekayasa perangkat lunak/Yudho Giri Sucahyo"	Sucahyo, Yudho Giri	1993	SK-0261
Replikasi berkas pada sistem terdistribusi/ Rendi Wardhana	Wardhana, Rendi	1993	SK-0253
Sistem pengamanan pesan elektronis di Unix dengan teknik kriptografi/Widjiantoro	Widjiantoro	1993	SK-0254
TransPVM: sebuah wahana pemrograman paralel pada mesin berbasis transputer/ Hendra Widjaja	Widjaja, Hendra	1993	SK-0266
Analisa Unjuk Kerja Algoritma Paralel Pencari Akar Polinomial/ R. Adila Danan Jaya	Jaya, R. Adilla Danan	1992	SK-0234
Aplikasi interpolan pada kesalahan lokal solusi persoalan syat awal persamaan diferensial biasa/ Sutara	Sutara	1992	SK-0256
Aplikasi optimisasi kode menengah pada kompilator/Gina	Gina	1992	SK-0251
FASTJOB: Fasilitas Sistem Pelayanan Job pada jaringan komputer lokal/ Nurcahman	Nurachman	1992	SK-0248
Manajemen jaringan pada jaringan komputer berbasis TCP/IP/Edwin Prijanto	Edwin Prijanto	1992	SK-0239
Otomasi penanganan jalan tol: prototip perangkat lunak pada komputer plaza/ Rina Yuliamida	Yuiamida, Rina	1992	SK-0255
PINOR: Piranti pelaksana normalisasi basis data relasional/ Sri Hastuti Ayuningsih	Ayuningsih, Sri Hastuti	1992	SK-0426
Penentuan ridge count sidik jari dengan teknik pengolahan citra	Maukar;  | Publisher: [Depok: Fasilkom UI, 1992	1992	SK-0230
Pengenalan obyek berbentuk ellips dan lingkaran pada citra digital	Adrianus F. Tumewu	1992	SK-0242
Pengolahan bahasa alami dalam pemrosesan kalimat query bahasa Indonesia	Joshua K. Djafar	1992	SK-0240
Perancangan keping tunggal untuk antarmuka manusia dari komputer/Asep Rohmat	Rahmat, Asep	1992	SK-0238
Prototipe perangkat lunak gardu masuk jalan TOL/ Indrawati	Indrawati	1992	SK-0237
SIPANDU: sistem pengelolaan disk terpadu	Arief Budiman	1992	SK-0243
Simulasi dan analisa unjuk kerja sistem otomatisasi tol/ Petrus Mursanto	Mursanto, Petrus	1992	SK-0241
Sistem antarmuka bahasa alami untuk pengaksesan basis data	Tjahjadi	1992	SK-0236
TATIX: Fasilitas admninistrasi pemakai terpadu pada jaringan lokal unix	Yerianto, Denny	1992	SK-0246
Tatik: fasilitas administrasi pemakai terpadu pada jaringan lokal unix	Denny Yerianto	1992	SK-246
Tutorix sebuah perangkat ajar berbantuan komputer untuk belajar sistem operasi unix	Fanny Angela	1992	SK-0244
Visualisasi sebaran panas dengan menggunakan persamaan diferensial parabolik/ Wahyuni Theresia	Theresia, Wahyuni	1992	SK-0250
Antarmuka clipper dan btrieve/ Untung Dwi Saptoto	Saptoto, Untung Dwi	1991	SK-0231
Deteksi gerak muka linear dengan menggunakan metode otoko newton raphsons sebagai alat komunikasi manusia dengan komputer/ Panca Putri Indrianita	Panca Putri Indrianita	1991	SK-0185
Fasilitas on-line conferencing pada jaringan komputer lokal IBM-PC dengan netbios Novell-networe/ Siswanto	Siswanto	1991	SK-0215
Mesin inferensi heuristik untuk efisiensi kerja	Chaidir Akbar Hudari	1991	SK-0235
Penerapan beberapa metode pendeteksian tepi obyek pada citra dijital/ Gito Purnomo	Purnomo, Gito	1991	SK-0179
Penerapan teknik maksimum entropy untuk pemrosesan sinyal EEG/ Agus Maulana	Maulana, Agus	1991	SK-0175
Pengenalan pola karakter secara optis pada kelompok huruf besar cetak berdasarkan metode pengenalan sifat fisik karakter 	Yuanita Rohali	1991	SK-0180
Penyambungan citra digital (mosaicking) dengan komputer mikro/ Muhammaed Syam	Syam, Muhammed	1991	SK-0178
Physigs: sebuah perangkat ajar cerdas untuk belajar hukum Newston tentang gerang	Irmawati	1991	SK-0232
Planner: Suatu Sistem Perencanaan dan Penjadwalan/ Berlina Chandra	Berlina Chandra	1991	SK-0233
Sistem dokumentasi program otomatis (SDPO)/ Prihandoko	Prihandoko	1991	SK-0182
Sistem pakar pendeteksi pola: mesin inferensi untuk pengenalan pola sintaktik/ Amin Kurniawan	Kurniawan, Amin	1991	SK-0181
Sistem pakar penganalisa keuangan	Bagus Pribadi	1991	SK-0214
Sistem penghitung tingkat kerumitan	Nurul Aini	1991	SK-0183
Sistem penghitungan unjuk kerja 	Hans Patrick H, Widjaja	1991	SK-0227
Vektorisasi citra raster menjadi citra vektor/ Jeffrey Sanjaya	Sanjaya, Jeffrey	1991	SK-0213
Analisa plat penerus dengan cara panel tertentu/ Udayana Wirya	Wirya, Udayana	1990	SK-0126
Dbserve: sebuah database server pada jaringan komputer berbasis pesan/ Frenky Jonathan Palit	Palit, Frenky Jonathan	1990	SK-0173
Determinan matrik 5-diagonal toeplitz dan kaitannya dengan polinomial chebyshev jenis kedua/ Benny Nugrahadi	Nugrahadi, Benny	1990	SK-0174
Klasifikasi sidik jari otomatis dengan teknik pengenalan pola/ Abdul Hakim Ghanem	Ghanem, Abdul Hakim	1990	SK-0184
Perangkat lunak device driver amulex untuk sco-xenix/ Fanina	Fanina	1990	SK-0176
Simulasi numerik vertical seismic profiling dengan metode reflektivitas fuchs dan mueller/ Suwarno	Suwarno	1990	SK-0155
P-forum : Kalawarta pribadi pada komputer mikro/ Djony Tanuwidjaya	Tanuwidjaja, Djony	1989	SK-0222
P-forum: kalawarta pribadi pada komputer mikro/ Djony Tanuwijaya	Tanuwidjaja, Djony	1989	SK-0210
Pembuatan perakit silang Z80 sebagai alat bantu pengembangan program MPF I/ Tri Winarko	Winarko, Tri	1989	SK-0217
Pembuktian teorema dengan unit binary resolution/ Musanto Yudoyoko	Yudoyoko, Mursanto	1989	SK-0186
Pembuktian teorema propagate and divide pada logika proposisi/ Sjarifuddin Amin	Amin, Sjarifuddin	1989	SK-0187
Sistem praprosesor untuk emulasi terminal/ Asril R. Malasan	Malasan, Asril R.	1989	SK-0172
"pe: penyunting layar model ""WS"" pada sistem operasin unix/ Pudja Unggul Kartiman"	Kartiman, Pudja Unggul	1989	SK-0211
Analisa ekstraksi ciri tekstur dengan metode matriks ketergantungan ko-okurensi tingkat keabuan/ XYZQUO	XYZQUO	1988	SK-0216
Digitizing tablet suatu alat bantu komputer grafik/ Liem Goan an	Goan An, Liem	1988	SK-0208
Emulasi komputer risc II dengan prolog/ Risargati	Risargati	1988	SK-0074
Pembentukan tabel parsing grammar LR(k)/ Gator Herliyanto	Herliyanto, Gatot	1988	SK-0039
Pengembangan perangkat lunak antarmuka untuk mensimulasikan rancangan VLSI dalam format VHDL/ Sigit Arnanto	Arnanto, Sigit	1988	SK-0097
Pengembangan piranti pemeriksa kaidah rancang untuk perancangan very large scale integration circuit (VLSIC)/ Ridwan Rafael Chasspuri	Chaspuri, Ridwan Rafael	1988	SK-0149
Pengolahan citra digital dengan metode filter homomorphic/ Rusli Amril	Amril, Rusli	1988	SK-0223
Penyelesaian masalah transient konduksi panas pada sebuah plat dengan metode elemen hingga/ Guntur Moh. Widjaja	Moh. Guntur Widjaja	1988	SK-0042
Penyusunan basis data untuk sistem ahli: minisasi aljabar boolean/ Johannes Filandow	Filandow, Johannes	1988	SK-0207
Perancangan rangkaian terpadu untuk deteksi posisi arah, dan kecepatan putaran motor/ Harum Hambartini	Hambartini, Harum	1988	SK-0219
Perancangan rangkaian terpadu untuk deteksi posisi, arah, dan kecepatan putaran motor	Harum Hambartini	1988	SK-0142
Perancangan sistem kendali berbantuan komputer/ Noordin Salim	Salim, Noodin	1988	SK-???
Rancangan chip untuk antarmuka telex: fungsi antarmuka jaringan/ Suryaningrum Kartikawati	Kartikawati, Suryaningrum	1988	SK-0101
Aplikasi sistem basis data deduktif menggunakan prolog/ Nurwendo Haricahyadi	Haricahyadi, Nurwendo	1987	SK-0012
Beberapa metode summability dan perhitungan pada deret fourier/ Misfaruddin	Misfaruddin	1987	SK-0167
Drazin invers/ Eva Zulfa Nailufar	Naifular, Eva Zulfa	1987	SK-0018
Eksekusi paralel operator relasi SMBDR/ Manonton Butar-butar	Butabutar, Manonton	1987	SK-???
Flip-flop register dan unit memori/ Rosita	Rosita	1987	SK-0020
Godel numbering bagi  string graph dan program/ Ernastuti	Ernastuti	1987	SK-0022
Heuristic search sebagai alternatif pelacakan dan implementasinya dalam prolog untuk aplikasi theorea proving/ Syarif Abdat	Abdat, Syarif	1987	SK-0023
"Interface I/O ser-paralel mikrokomputer apple II plus dengan instrumen mossbauer ""Promeda""/ Prawito"	Prawito	1987	SK-0144
Kumunikasi radip paket	Nahari Mursid	1987	SK-0203
